0.3	55		87.89
0.35	45		64.57
0.4	37		49.44
0.45	30		39.06
0.5	24		31.64
0.55	21		26.15
0.6	19		21.97
0.65	18		18.72
0.7	14		16.14
0.75	12		14.06
0.8	11		12.36
0.85	10		10.95
0.9	9		9.77
0.95	8		8.76
1	7		7.91
1.05	6		7.17
1.1	5.5		6.54
1.15	5		5.98
1.2	4.5		5.49
1.25	3.6		5.06
1.3	3.4		4.68
1.35	2.8		4.34
1.4	2.6		4.04
1.45	2.6		3.76
1.5	2.4		3.52
1.55	2.2		3.29
1.6	2.1		3.09
1.65	2.1		2.91
1.7	2.2		2.74
1.75	2.0		2.58
1.8	2.0		2.44
1.85	1.9		2.31
